Name,Operator,Type,Status,Completed,Year,State,Region,Cost,Miles,Capacity,Diameter,Pipeline,Authority,Docket
FGT Alabama Power Lateral,Florida Gas Trans Co,Lateral,Completed,12/1/98,1998,AL,Southeast, 1 , 1 ,62,12,Interstate,FERC,CP98-249
Iroquois Import Expansion,Iroquois Pipeline Co,Expansion,Completed,11/1/98,1998,"ON,NY","Canada,Northeast", 22 ,, 35 ,,Interstate,FERC,CP96-687
TETCO Lebanon Lateral Expansion,Texas Eastern Transmission,Expansion,Completed,12/30/98,1998,"IN,OH",Midwest, 31 , 114 , 305 ,36,Interstate,FERC,CP97-626
GLT Security Loop Project Phase II,Great Lakes Gas Trans LTD,Expansion,Completed,11/1/98,1998,MI,Midwest, 33 , 25 ,,36,Interstate,FERC,CP96-297
Transco Mobile Bay Lat Expansion I,Transcontinental Gas Pipeline,Expansion,Completed,8/1/98,1998,"GM,AL","Gulf of Mexico,Southeast", 120 , 76 , 350 ,24,Interstate,FERC,CP97-92
GS Five Flags Interconnect,Gulf South Pipeline,Expansion,Completed,11/25/98,1998,"AL,FL",Southeast, 1 , 5 , 25 ,10,Interstate,FERC,CP98-606
Swan Creek Supply Link,Tengasco Pipeline Co,New Pipeline,Completed,4/15/98,1998,TN,Southeast, 10 , 28 , 10 ,8,Intrastate,State,na
Eastern Shore System Expansion,Eastern Shore Natural Gas,Expansion,Completed,11/25/98,1998,"DE,MD",Northeast, 1 , 1 , 3 ,16,Interstate,FERC,CP98-214
GLT System Wide Expansion,Great Lakes Gas Trans LTD,Expansion,Completed,11/1/98,1998,"MB,MN,WI,MI","Canada,Midwest", 150 , 72 , 126 ,36,Interstate,FERC,CP96-647
TGT Haughton Expansion,Texas Gas Transmission,Expansion,Completed,11/1/98,1998,LA,Southwest, 6 ,, 115 ,20,Interstate,FERC,CP97-656
CIG Campo Lateral,Colorado Interstate Gas Co,Lateral,Completed,7/1/98,1998,CO,Central, 21 , 115 , 100 ,16,Interstate,FERC,CP97-769
Transco BASF Lateral,Transcontinental Gas Pipeline,Expansion,Completed,12/1/98,1998,SC,Southeast,, 2 , 4 ,4,Interstate,FERC,CP98-21
Transco Cherokee Project,Transcontinental Gas Pipeline,Expansion,Completed,11/1/98,1998,"AL,GA",Southeast, 68 , 16 , 87 ,"48,16",Interstate,FERC,CP97-331
ETenn Roanoke Expansion,East Tennessee Nat Gas Co,New Pipeline,Completed,7/1/98,1998,VA,Northeast, 14 , 60 , 10 ,20,Interstate,FERC,CP98-40
CGT Market Expansion II,Columbia Gas Transmission,Lateral,Completed,11/1/98,1998,"PA,MD,VA,WV,VA",Northeast, 21 , 379 , 151 ,,Interstate,FERC,CP96-213
NNG Peak Day 2000 Expansion II,Northern Natural Gas Co,Expansion,Completed,11/15/98,1998,MN,Midwest, 20 , 5 , 32 ,,Interstate,FERC,CP97-27
U.S. Gypsum Lateral,USG Pipeline Co.,Lateral,Completed,12/24/98,1998,"TN,AL",Southeast, 4 , 15 , 21 ,10,Interstate,FERC,CP97-202
Questar Mainline (Line 58) Expansion,Questar Pipeline,Lateral,Completed,9/1/98,1998,"WY,UT",Central, 18 , 41 , 85 ,20,Interstate,FERC,CP96-820
Northern Border Monchy Expansion,Northern Border Pipeline,Expansion,Completed,12/22/98,1998,"SK,MN,SD,IA","Canada,Central", 870 , 243 , 700 ,"42,36",Interstate,FERC,CP95-194-003
Questar Utah (Line 40) Expansion,Questar Pipeline,Expansion,Completed,10/1/98,1998,UT,Central, 8 ,, 55 ,20,Interstate,FERC,CP98-66
Northern Border Manhattan Extn,Northern Border Pipeline,Expansion,Completed,12/22/98,1998,"IA,IL","Central,Midwest",, 200 ,650,30,Interstate,FERC,CP95-194-001
Trunkline Terrebonne Expansion,Trunkline Gas Co,Expansion,Completed,4/1/98,1998,"GM,LA","Gulf of Mexico,Southwest", 52 ,, 500 ,,Interstate,FERC,CP97-105
CGT Entergy Electric Laterals,Columbia Gas Transmission,Lateral,Completed,12/29/98,1998,LA,Southwest,, 9 , 98 ,16,Interstate,FERC,CP98-657
Williams St Louis Expansion,Williams Gas Pipelines Central,Conversion,Completed,11/1/98,1998,MO,Central, 21 , 200 , 28 ,8,Intrastate,State,na
NGPL Amarillo Line Expansion,Nat Gas P L Co of America,Expansion,Completed,11/1/98,1998,"IA,IL","Central,Midwest", 15 ,, 110 ,36,Interstate,FERC,CP96-27
Front Range Expansion,Public Service Co of CO,Expansion,Completed,11/15/98,1998,CO,Central, 25 , 53 , 269 ,24,Interstate,FERC,CP98-49
PG&E-NW Mainline Expansion,Gas Transmission Northwest Co,Expansion,Completed,11/1/98,1998,"BC,OR,CA","Canada,Western", 6 ,, 74 ,36,Interstate,FERC,CP98-167
NFGS Niagara Expansion Phase II,National Fuel Gas Supply Corp,Expansion,Completed,11/1/98,1998,"NY,PA",Northeast, 5 ,, 22 ,,Interstate,FERC,CP98-94
Intrastate PL Link I,Tengasco Pipeline Co,Expansion,Completed,11/1/98,1998,TN,Southeast, 6 , 10 ,10,8,Intrastate,State,na
TW San Juan Expansion B,Transwestern Pipeline Co,Expansion,Completed,4/1/98,1998,NM,Southwest, 5 ,, 200 ,28,Interstate,FERC,CP97-516
CNG TW Phillips Interconnect,Dominion Transmission,Lateral,Completed,3/1/98,1998,PA,Northeast, 1 ,, 30 ,"30,20",Interstate,FERC,CP96-492
SONATSouthern Zone 2&3 -GA-SC-AL,Southern Natural Gas Co,Expansion,Completed,11/1/98,1998,"AL,TN,GA",Southeast, 52 , 10 , 65 ,"30,16,8",Interstate,FERC,CP97-526
NGPL Amarillo Upgrade,Nat Gas P L Co of America,Expansion,Completed,11/1/98,1998,"OK,KS,TX,NE","Southwest,Central", 33 , 14 , (25),"36,24",Interstate,FERC,CP94-577
Baton Rouge Expansion,Mid Louisiana Gas Co,Expansion,Completed,7/1/98,1998,LA,Southwest, 12 , 25 , 100 ,22,Interstate,FERC,na
Northern Border Harper Extension,Northern Border Pipeline,Expansion,Completed,12/22/98,1998,IA,Central,, 142 , 260 ,,Interstate,FERC,CP95-194-000
PIOC Santa Barbara Expansion,Pacific Interstate Offshore,Lateral,Completed,11/1/98,1998,CA,Western, 2 ,, 20 ,,Intrastate,State,na
WIG Laramie Compressor Expansion,Wyoming Interstate Gas Co,Expansion,Completed,10/12/98,1998,WY,Central, 15 ,, 52 ,,Interstate,FERC,CP98-128
CGT TVA Electric Laterals,Columbia Gas Transmission,Lateral,Completed,11/1/98,1998,TN,Southeast, 1 , 2 , 240 ,12,Interstate,FERC,CP98-638
SONAT Dallas Lateral,Southern Natural Gas Co,Lateral,Completed,11/1/98,1998,AL,Southeast, 4 , 3 , 35 ,30,Interstate,FERC,CP97-691
SoCal Calixico Crossing,Southern California Gas Co,New Pipeline,Completed,11/1/98,1998,"CA,MX","Western,Mexico", 9 , 30 , 25 ,16,Interstate,State,na
Destin Corridor,Destin Pipeline Co. LLC,New Pipeline,Completed,7/1/98,1998,"GM,MS","Gulf of Mexico,Southeast", 386 , 213 ," 1,000 ","36,30,16",Interstate,FERC,CP96-655
TW Bloomfield Station 97 Expansion,Transwestern Pipeline Co,Expansion,Completed,12/1/97,1997,NM,Southwest, 0 ,, 26 ,,Interstate,FERC,CP97-286
Transco Maiden Lateral Expansion,Transcontinental Gas Pipeline,Expansion,Completed,12/1/97,1997,NC,Southeast,13.2,18,38," 16,10 ", Interstate ,FERC,CP97-193
Williams NG KS-MO Expansion,Williams Gas Pipelines Central,Expansion,Completed,11/1/97,1997,"KS,MO",Central, 6 , 13 , 21 ,20,Interstate,FERC,CP97-776
Williams NG WY-KN Expansion,Williams Gas Pipelines Central,Expansion,Completed,12/15/97,1997,"WY,CO,KS",Central, 9 ,, 30 ,20,Interstate,FERC,CP97-07
WIG Eastward Expansion,Wyoming Interstate Gas Co,Expansion,Completed,8/1/97,1997,"WY,CO",Central, 40 ,, 192 ,36,Interstate,FERC,CP96-288
Transok West-to-East Expansion,Transok Pipeline Co,New Pipeline,Completed,4/1/97,1997,OK,Southwest, 75 , 130 ,255,24,Intrastate,State,na
Transco Pocono Expansion,Transcontinental Gas Pipeline,Expansion,Completed,11/1/98,1997,PA,Northeast, 10 , 5 , 35 ,36,Interstate,FERC,CP97-328
Venice Timbalier Extension,Venice Gas Gathering System LL,New Pipeline,Completed,11/1/97,1997,GM,Gulf of Mexico, 39 , 52 , 328 ,24,Interstate,FERC,CP97-533
Transco Sunbelt Project,Transcontinental Gas Pipeline,Expansion,Completed,11/1/97,1997,"MS,GA,AL,SC",Southeast, 85 ,, 145 ,42,Interstate,FERC,CP96-16
Viking System-Wide Expansion,Viking Gas Transmission Co,Expansion,Completed,11/1/97,1997,"MB,WI","Canada,Midwest", 28 , 150 , 60 ,24,Interstate,FERC,CP97-93
CGT Market Expansion I,Columbia Gas Transmission,Lateral,Completed,11/1/97,1997,"PA,MD,OH,WV,VA",Northeast, 22 , 379 , 242 ,,Interstate,FERC,CP96-213
MidCoast System Alternative,MidCoast Pipeline Co,Expansion,Completed,11/1/97,1997,AL,Southeast, 2 ,, 8 ,,Interstate,FERC,CP97-343
ANR Michigan Leg Expansion,ANR Pipeline,Expansion,Completed,12/15/97,1997,"IL,IN,MI",Midwest, 19 , 12 , 135 ,"42,30,22",Interstate,FERC,CP96-641
NNG Peak Day 2000 Expansion I,Northern Natural Gas Co,Expansion,Completed,11/1/97,1997,"KS,NE,IA,MN,WI","Central,Midwest", 102 , 39 , 244 ,,Interstate,FERC,CP97-27
Nautilus Pipeline,"Nautilus Pipeline Co, LLC",New Pipeline,Completed,11/1/97,1997,"GM,LA","Gulf of Mexico,Southwest", 121 , 87 , 600 ,30,Interstate,FERC,CP96-790
HiLight Plant,MIGC Inc.,Lateral,Completed,12/15/97,1997,WY,Central, 3 , 71 , 45 ,,Interstate,FERC,CP97-183
"ISP ""Solution"" Gas Imports",Interenergy Sheffield Process,Expansion,Completed,11/1/97,1997,"SK,ND","Canada,Central", 1 , 1 , 3 ,8,Interstate,FERC,CP96-684
GS Bastian Bay Extension,Gulf South Pipeline,New Pipeline,Completed,11/17/97,1997,LA,Southwest, 21 , 16 , 735 ,30,Interstate,FERC,CP96-572
KM KN Interstate Pony Express,KM Interstate Pipeline Co,Conversion,Completed,8/1/97,1997,"WY,KS,NE,MO",Central, 159 , 850 , 255 ,"24,22,20",Interstate,FERC,CP96-477
CGT Commonwealth PL Expansion,Columbia Gas Transmission,Expansion,Completed,7/1/97,1997,VA,Northeast, 0 ,,18,16,Interstate,FERC,na
NFGS Niagara Expansion Phase I,National Fuel Gas Supply Corp,New Pipeline,Completed,11/1/97,1997,"NY,PA",Northeast, 6 , 139 , 25 ,,Interstate,FERC,CP96-545
South Texas Expansion,Delhi Gas Pipeline Co,Expansion,Completed,10/30/97,1997,TX,Southwest,, 53 , 90 ,"20,16",Intrastate,State,na
El Paso Samalayuca II,El Paso Natural Gas,Lateral,Completed,12/20/97,1997,"TX,MX","Southwest,Mexico", 35 , 45 , 212 ,24,Interstate,FERC,CP93-252
El Paso Havasu Crossover,El Paso Natural Gas,Expansion,Completed,3/30/97,1997,"AZ,TX","Western,Southwest", 20 ,, 180 ,30,Interstate,FERC,CP96-321
Discovery Pipeline,Discovery Gas Transmission LLC,New Pipeline,Completed,11/1/97,1997,"GM,LA","Gulf of Mexico,Southwest", 177 , 147 , 600 ,"30,24,18",Interstate,FERC,CP96-712
Eastern Shore Bridgeville Expansion,Eastern Shore Natural Gas,Expansion,Completed,3/15/97,1997,"DE,MD",Northeast, 7 , 29 , 5 ,8,Interstate,FERC,CP96-97
CNG PL-1 Line 97 Expansion,Dominion Transmission,Expansion,Completed,11/1/97,1997,"PA,MD,VA",Northeast, 15 ,, 20 ,30,Interstate,FERC,CP96-492
ETenn Virginia Expansion,East Tennessee Nat Gas Co,Expansion,Completed,11/1/97,1997,"TN,VA","Southeast,Northeast", 5 , 6 , 24 ,"20,12",Interstate,FERC,CP96-696
CIG Wind River Lateral 97 Expansion,Colorado Interstate Gas Co,Expansion,Completed,8/1/97,1997,WY,Central, 11 ,, 40 ,36,Interstate,FERC,CP96-289
SONATSouthern Zone 3 -GA-SC-TN,Southern Natural Gas Co,Expansion,Completed,11/1/97,1997,"GA,TN,SC",Southeast, 36 , 27 , 46 ,"20,16,14",Interstate,FERC,CP96-541
Paiute North Tahoe Lateral,Paiute Pipeline,Expansion,Completed,12/15/97,1997,"NV,CA",Western, 11 , 23 , 13 ,"16,8",Interstate,FERC,CP94-29
TETCO Columbia Expansion,Texas Eastern Transmission,Expansion,Completed,11/1/97,1997,PA,Northeast, 63 , 26 , 142 ,"36,24",Interstate,FERC,CP96-559
TETCO Virginia Natural Expansion,Texas Eastern Transmission,Expansion,Completed,10/15/97,1997,PA,Northeast,, 10 , 20 ,36,Interstate,FERC,CP96-606
Trailblazer Eastward Expansion,Trailblazer Pipeline Co,Expansion,Completed,9/1/97,1997,"CO,KS,NE",Central,10.94,445,105, 36 , Interstate ,FERC,CP96-506
SoCal Calexico/Mexicali Crossing,Southern California Gas Co,Expansion,Completed,7/1/97,1997,"CA,MX","Western,Mexico", 0 , 1 , 25 ,16,Interstate,FERC,na
TCPL System Expansion (Chippawa)),TransCanada Pipeline LTD,Expansion,Completed,11/1/97,1997,"ON,NY","Canada,Northeast",,, 48 ,20,Interstate,NEB of Canada,na
Compressor Station Expansion,SCG Pipeline Inc,Expansion,Completed,11/1/97,1997,SC,Southeast, 10 ,, 200 ,,Intrastate,State,na
TCPL System Expansion (Iroquois),TransCanada Pipeline LTD,Expansion,Completed,11/1/97,1997,"QU,NY","Canada,Northeast",,,24.9,24,Interstate,NEB of Canada,na
TCPL System Expansion (Niagara),TransCanada Pipeline LTD,Expansion,Completed,11/1/97,1997,"QU,NY","Canada,Northeast",,, 39 ,24,Interstate,NEB of Canada,na
TCPL System Expansion (Noyes),TransCanada Pipeline LTD,Expansion,Completed,11/1/97,1997,"SK,MN","Canada,Midwest",,, 56 ,,Interstate,NEB of Canada,na
Algonquin Electric Load Lateral,Algonquin Gas Transmission,Lateral,Completed,10/15/97,1997,CT,Northeast, 15 , 8 , 82 ,20,Interstate,FERC,na
TETCO Line 1-A Expansion,Texas Eastern Transmission,Expansion,Completed,12/15/97,1997,PA,Northeast, 13 , 23 , 128 ,20,Interstate,FERC,CP97-276
GLT St Clair Looping,Great Lakes Gas Trans LTD,Expansion,Completed,11/8/96,1996,"MI,ON","Midwest,Canada", 4 , 0 , 50 ,36,Interstate,FERC,CP96-26
CIG TX Panhandle Expansion,Colorado Interstate Gas Co,Lateral,Completed,9/30/96,1996,TX,Southwest,,, 100 ,,Intrastate,State,na
CGT West Virginia,Columbia Gas Transmission,Expansion,Completed,11/1/96,1996,WV,Northeast, 15 , 18 , 28 ,20,Interstate,FERC,CP95-217-000
TETCO ITP Phase I,Texas Eastern Transmission,Expansion,Completed,11/1/96,1996,"OH,WV,PA,NJ",Northeast, 35 ,, 25 ,,Interstate,FERC,CP92-184
Philadelphia Lateral,Texas Eastern Transmission,Lateral,Completed,11/1/96,1996,PA,Northeast, 13 , 24 , 120 ,20,Interstate,FERC,CP95-76
"TETCO Flex X, CNG/Oxford Storage",Texas Eastern Transmission,Lateral,Completed,11/1/96,1996,PA,Northeast, 8 , 2 , 12 ,36,Interstate,FERC,CP95-74
Williams NG Springfield Expansion,Williams Gas Pipelines Central,Expansion,Completed,11/1/96,1996,MO,Central, 14 , 28 , 23 ,20,Interstate,FERC,CP95-700
East Tenn Upgrades,East Tennessee Nat Gas Co,Expansion,Completed,11/1/96,1996,"VA,TN","Northeast,Southeast", 3 , 6 , 12 ,"16,12",Interstate,FERC,na
CIG Wind River Lateral 96 Expansion,Colorado Interstate Gas Co,Expansion,Completed,12/15/96,1996,WY,Central, 11 ,, 28 ,36,Interstate,FERC,CP96-289
"Centana Phase I, Phase II",Centana Energy Corp.,New Pipeline,Completed,11/1/96,1996,"GM,LA","Gulf of Mexico,Southwest", 60 , 81 , 300 ,30,Interstate,FERC,na
Paiute Elko Lateral,Paiute Pipeline,Expansion,Completed,9/13/96,1996,NV,Western,,, 1 ,,Interstate,FERC,CP95-285
TW San Juan Eastward,Transwestern Pipeline Co,Expansion,Completed,12/1/96,1996,"NM,TX",Southwest, 15 ,, 170 ,30,Interstate,FERC,CP96-10
Questar Lines 1&13 Expansion,Questar Pipeline,Expansion,Completed,11/1/96,1996,"WY,UT",Central, 0 ,, 21 ,20,Interstate,FERC,CP96-627
ANR Link/Interprovincial Pipeline System,ANR Pipeline,New Pipeline,Completed,11/1/96,1996,"MI,ON","Midwest,Canada", 15 , 12 , 150 ,24,Interstate,FERC,CP93-564/566
NNG Zone EF Expansion,Northern Natural Gas Co,Expansion,Completed,11/1/96,1996,MN,Midwest, 19 , 30 , 46 ,"20,30",Interstate,FERC,CP96-57
WR Mid-Continent Hub Link,Western Gas Resources Inc,Expansion,Completed,12/31/96,1996,KS,Central, 10 , 9 , 55 ,16,Interstate,FERC,na
Midcon Texas/TransTexas Gas Corp.,Midcon Corp.,New Pipeline,Completed,10/1/96,1996,TX,Southwest, 17 , 70 , 274 ,24,Interstate,FERC,CP96-140
GLT Security Loop Project Phase I,Great Lakes Gas Trans LTD,Expansion,Completed,11/1/96,1996,MI,Midwest, 17 , 14 , 5 ,36,Interstate,FERC,CP95-375
Shell Offshore Mississippi Canyon,Mississippi Canyon Gas PL LLC,New Pipeline,Completed,8/1/96,1996,"GM,LA","Gulf of Mexico,Southwest", 75 , 45 , 800 ,30,Interstate,FERC,CP96-159
Viking Northern Looping A,Viking Gas Transmission Co,Expansion,Completed,11/1/96,1996,"MN,ND","Midwest,Central",, 14 , 21 ,,Interstate,FERC,na
Viking Northern Looping B,Viking Gas Transmission Co,Expansion,Completed,11/1/96,1996,"SK,ND,MN","Canada,Midwest", 8 , 14 , 19 ,24,Interstate,FERC,CP96-32
Stingray Offshore Garden Banks,Stingray Pipeline Co,Expansion,Completed,6/1/96,1996,"GM,LA","Gulf of Mexico,Southwest", 9 , 15 , 75 ,20,Interstate,FERC,CP96-91
Transco Southeastern Expansion II,Transcontinental Gas Pipeline,Expansion,Completed,11/1/96,1996,"AL,GA,SC,VA,NC",Southeast,, 532 , 55 ,42,Interstate,FERC,CP94-109-002
CIG Colorado Interstate Piceance,Colorado Interstate Gas Co,Expansion,Completed,9/30/96,1996,CO,Central, 9 , 37 , 37 ,,Interstate,FERC,CP95-106
NNG IA- IL Expansion,Northern Natural Gas Co,Expansion,Completed,11/1/96,1996,"IA,IL","Central,Midwest",,, 35 ,"30,20",Interstate,FERC,na
TransColorado Blanco Hub,TransColorado Pipeline,Expansion,Completed,12/1/96,1996,"CO,NM","Central,Southwest", 35 , 41 , 120 ,24,Interstate,FERC,CP90-1777
Trail West/N-MAX,Northwest Pipeline,Expansion,Announced,,,OR,Northwest,,, 450 ,,,na,na
