Number,Name,Expiration,Issued,Status,Capacity,Company,Waterway,State
12711,COBSCOOK BAY TIDAL ENERGY          ,1/31/22,2/27/12,Active,300,"ORPC MAINE, LLC.                   ",COBSCOOK RIVER                     ,ME
12737,GATHRIGHT                          ,2/28/62,3/13/12,Active,3700,JORDAN HYDROELECTRIC L.P.          ,JACKSON RIVER                      ,VA
13368,TOWNSHEND DAM                      ,2/28/62,3/29/12,Active,924,"BLUE HERON HYDRO, LLC.             ",WEST RIVER                         ,VT
13226,BALL MOUNTAIN DAM                  ,3/31/62,4/12/12,Active,2196,"BLUE HERON HYDRO, LLC.             ",WEST RIVER                         ,VT
12715,JENNINGS RANDOLPH                  ,3/31/62,4/30/12,Active,14000,"FAIRLAWN HYDROELECTRIC CO,.LLC     ",POTOMAC RIVER                      ,WV
12642,W. KERR SCOTT                      ,6/30/52,7/17/12,Active,4000,"WILKESBORO HYDROPOWER, LLC.        ",YADKIN RIVER                       ,NC
2479,FRENCH MEADOWS T. L.               ,2/28/42,7/18/12,Active,0,PACIFIC GAS AND ELECTRIC CO      (C,,CA
9988,JOHN P. KING MILL                  ,10/31/55,8/3/12,Active,2125,AUGUSTA CANAL AUTHORITY            ,SAVANAH RIVER                      ,GA
12713,REEDSPORT OPT WAVE PARK            ,7/31/47,8/13/12,Active,1500,"REEDSPORT OPT WAVE PARK, LLC.      ",PACIFIC OCEAN                      ,OR
13,GREEN ISLAND                       ,7/31/62,8/17/12,Active,4800,ALBANY ENGINEERING CORP            ,HUDSON R                           ,NY
2784,ROLLINS T. L.                      ,4/30/43,8/27/12,Active,0,PACIFIC GAS AND ELECTRIC CO      (C,,CA
13237,CROCKER                            ,8/31/52,9/5/12,Active,145,"WHITMAN RIVER DAM, INC.            ",WHITMAN RIVER                      ,MA
176,ESCONDIDO                          ,6/24/74,9/25/12,Expired,1500,ESCONDIDO CITY OF              (CA),SAN LUIS REY R                     ,CA
503,SWAN FALLS                         ,8/31/42,9/28/12,Active,25000,IDAHO POWER CO                 (ID),SNAKE RIVER                        ,ID
2149,WELLS                              ,10/31/52,11/9/12,Active,774250,PUD NO 1 OF DOUGLAS COUNTY (WA)    ,COLUMBIA RIVER                     ,WA
2713,OSWEGATCHIE RIVER                  ,12/31/52,11/26/12,Active,28560,"ERIE BOULEVARD HYDROPOWER, L.P.    ",OSWEGATCHIE R                      ,NY
13417,ANGELO DAM                         ,11/30/52,12/28/12,Active,205,WESTERN TECHNICAL COLLEGE          ,LA CROSSE RIVER                    ,WI
14066,GARTINA FALLS                      ,12/31/62,1/29/13,Active,450,INSIDE PASSAGE ELECTRIC COOPERATIVE,GARTINA CREEK                      ,AK
2144,BOUNDARY                           ,2/28/55,3/20/13,Active,1003253,SEATTLE CITY OF                (WA),PEND OREILLE RIVER                 ,WA
2696,STUYVESANT FALLS                   ,3/31/43,4/5/13,Active,4320,ALBANY ENGINEERING CORP            ,KINDERHOOK CR                      ,NY
14154,LITTLE WOOD RIVER RANCH ll         ,3/31/63,4/16/13,Active,1230,WILLIAM ARKOOSH                    ,LITTLE WOOD RIVER                  ,ID
14308,VERMONT TISSUE MILL                ,3/31/43,4/25/13,Active,360,"CARBON ZERO, LLC                   ",WALLOOMSAC RIVER                   ,VT
2309,YARDS CREEK PUMPED STORAGE         ,4/30/53,5/9/13,Active,364500,JERSEY CENTRAL POWER&LIGHT CO  (NJ),YARDS CREEK                        ,NJ
2146,COOSA RIVER                        ,5/31/43,6/20/13,Active,960900,ALABAMA POWER CO               (AL),COOSA RIVER                        ,GA
12569,ENLOE PROJECT                      ,6/30/63,7/9/13,Active,9000,PUD NO 1 OF OKANOGAN COUNTY    (WA),SIMILKAMEEN RIVER                  ,WA
13124,ALLISON CREEK                      ,7/31/63,8/1/13,Active,6500,COPPER VALLEY ELECTRIC ASSN.       ,ALLISON LAKE                       ,AK
2662,SCOTLAND                           ,10/31/53,11/21/13,Active,3026,FIRSTLIGHT HYDRO GENERATING CO.    ,SHETUCKET RIVER                    ,CT
1175,LONDON/MARMET                      ,1/31/64,12/20/13,Active,28800,APPALACHIAN POWER CO           (VA),KANAWHA RIVER                      ,WV
1290,WINFIELD                           ,1/31/64,1/31/14,Active,14760,APPALACHIAN POWER CO           (VA),KANAWHA RIVER                      ,WV
14327,HUMBOLDT RIVER                     ,12/31/64,1/31/14,Active,750,PERSHING CNTY WATER CONSERVATION DI,HUMBOLDT RIVER                     ,NV
13160,OVERTON LOCK & DAM                 ,3/31/64,4/2/14,Active,78000,"RED RIVER HYDRO, LLC.              ",RED RIVER                          ,LA
12756,RED RIVER LOCK & DAM No. 3         ,3/31/64,4/14/14,Active,36200,BOST3 HYDROELECTRIC LLC            ,RED RIVER                          ,LA
13011,LAKE SHELBYVILLE                   ,3/31/64,4/18/14,Active,6800,"SHELBYVILLE HYDRO, LLC.            ",KASKASKIA RIVER                    ,IL
14367,GILBERT PROJECT                    ,4/30/54,5/12/14,Active,90,"DON W. GILBERT HYDRO POWER, LLC.   ",BEAR RIVER                         ,ID
13287,CANNONSVILLE                       ,4/30/64,5/13/14,Active,14080,CITY OF  NEW YORK             (NY) ,WEST BRANCH DELAWARE RIVER         ,NY
6597,MONADNOCK PAPER MILLS              ,7/31/44,5/23/14,Active,1889,MONADNOCK PAPER MILLS INC      (NH),CONTOOCOOK RIVER                   ,NH
2351,CABIN CREEK PUMPED STORAGE         ,4/30/54,5/27/14,Active,336000,PUBLIC SERVICE CO OF COLORADO  (CO),SOUTH CLEAR CREEK                  ,CO
13123,EAGLE MOUNTAIN PUMPED STORAGE      ,5/31/64,6/19/14,Active,1300000,EAGLE CREST ENERGY CO.             ,CLOSED-LOOP                        ,CA
2277,TAUM SAUK PUMPED STORAGE           ,6/30/44,7/17/14,Active,442500,AMEREN MISSOURI                    ,EAST FORK BLACK RIVER              ,MO
2101,UPPER AMERICAN RIVER (PS&CON)      ,6/30/64,7/23/14,Active,1037300,SACRAMENTO MUNICIPAL UTIL DIST (CA),SOUTH FORK AMERICAN R              ,CA
1992,FIRE MOUNTAIN LODGE                ,7/31/44,8/4/14,Active,50,WILLIS KEN                         ,FERN SPRINGS CREEK                 ,CA
2155,CHILI BAR                          ,6/30/64,8/20/14,Active,7000,PACIFIC GAS AND ELECTRIC CO      (C,SOUTH FORK AMERICAN RIVER          ,CA
2305,TOLEDO BEND                        ,7/31/64,8/29/14,Active,82300,SABINE RIVER AUTHORITY-LA & TX (TX),SABINE RIVER                       ,TX
14537,ANTRIM MICRO                       ,8/31/44,9/3/14,Active,40,ANTRIM TREATMENT TRUST             ,SUSQUEHANNA RIVER                  ,PA
13346,WILLIAMS DAM                       ,8/31/64,9/8/14,Active,4000,"PAYNEBRIDGE, LLC.                  ",WHITE RIVER                        ,IN
13953,LAKE MILTON                        ,8/31/64,9/26/14,Active,650,"MAHONING HYDROPOWER, LLC           ",MAHONING RIVER                     ,OH
12790,POMPERAUG                          ,9/30/54,10/16/14,Active,76,ANDREW PEKLO III                   ,POMPERAUG RIVER                    ,CT
2558,OTTER CREEK                        ,9/30/54,10/23/14,Active,22807,GREEN MOUNTAIN POWER CORP      (VT),OTTER CREEK                        ,VT
14345,ROCK RIVER BEACH                   ,10/30/44,11/4/14,Active,8,"ROCK REACH BEACH, INC.             ",ROCK RIVER                         ,MI
485,BARTLETTS FERRY                    ,11/30/44,12/22/14,Active,173000,GEORGIA POWER CO               (GA),CHATTAHOOCHEE RIVER                ,GA
2984,EEL WEIR                           ,2/28/55,3/23/15,Active,1800,S D WARREN CO                  (ME),PRESUMPSCOT RIVER                  ,ME
2206,YADKIN-PEE DEE                     ,3/31/55,4/1/15,Active,108600,"DUKE ENERGY PROGRESS, LLC.         ",PEE DEE R                          ,NC
13739,BRADDOCK LOCKS AND DAM             ,5/31/65,6/4/15,Active,5250,LOCK+HYDRO FRIENDS FUND XLII       ,MONONGAHELA RIVER                  ,PA
2678,NARROWS NO. 2-SMARTVILLE T. L.     ,4/30/46,6/4/15,Active,0,PACIFIC GAS AND ELECTRIC CO      (C,,CA
13994,HANCOCK CREEK                      ,5/31/65,6/19/15,Active,6000,PUD NO 1 OF SNOHOMISH COUNTY   (WA),HANCOCK CREEK                      ,WA
13948,CALLIGAN CREEK                     ,5/31/65,6/23/15,Active,6000,PUD NO 1 OF SNOHOMISH COUNTY   (WA),CALLIGAN CREEK                     ,WA
2280,KINZUA PUMPED STORAGE              ,11/30/65,7/22/15,Active,452350,"SENECA GENERATION, LLC             ",ALLEGHENY RIVER                    ,PA
14657,ZEALAND FALLS                      ,7/31/45,8/12/15,Active,2500,APPALACHIAN MOUNTAIN CLUB          ,WHITEWALL BROOK                    ,NH
14628,A-MILL ARTIST LOFTS                ,8/31/65,9/4/15,Active,600,MINNEAPOLIS LEASED HOUSING ASSN IV ,MISSISSIPPI RIVER                  ,MN
12721,Pepperell                          ,8/31/55,9/8/15,Active,22065,"PEPPERELL HYDRO COMPANY, LLC       ",Nashua River                       ,MA
2524,SALINA PUMPED STORAGE              ,11/30/45,10/16/15,Active,259800,GRAND RIVER DAM AUTHORITY      (OK),NEOSHO RIVER                       ,OK
7320,CHASM                              ,10/31/45,11/10/15,Active,3350,"ERIE BOULEVARD HYDROPOWER, L.P.    ",SALMON RIVER                       ,NY
2660,FOREST CITY (STORAGE)              ,10/31/45,11/23/15,Active,0,"WOODLAND PULP, LLC                 ",EAST BRANCH ST. CROIX RIVER        ,ME
2232,CATAWBA-WATEREE                    ,10/31/55,11/25/15,Active,843102,"DUKE ENERGY CAROLINAS, LLC.        ",WATEREE RIVER                      ,SC
3030,ELK RAPIDS                         ,11/30/45,12/7/15,Active,700,ANTRIM COUNTY                  (MI),ELK RIVER                          ,MI
349,MARTIN DAM                         ,11/30/45,12/17/15,Active,182500,ALABAMA POWER CO               (AL),TALLAPOOSA RIVER                   ,AL
13214,RAVENNA                            ,11/30/55,12/21/15,Active,2064,"LOCK 12 HYDRO PARTNERS, LLC.       ",KENTUCKY RIVER                     ,KY
13213,HEIDELBERG                         ,11/30/55,12/21/15,Active,2064,"LOCK 14 HYDRO PARTNERS, LLC.       ",KENTUCKY RIVER                     ,KY
1888,YORK HAVEN                         ,11/30/55,12/22/15,Active,19620,"YORK HAVEN POWER COMPANY, LLC.     ",SUSQUEHANNA RIVER                  ,PA
2355,MUDDY RUN PUMPED STORAGE           ,11/30/55,12/22/15,Active,828000,EXELON GENERATING COMPANY LLC.     ,ZAVESKY                            ,PA
13704,ARKABUTLA LAKE                     ,11/30/65,12/28/15,Active,5100,"FFP MISSOURI 2, LLC                ",COLDWATER RIVER                    ,MS
13703,ENID LAKE                          ,11/30/65,12/28/15,Active,4600,"FFP MISSOURI 2, LLC                ",YOCONA RIVER                       ,MS
13702,GRENADA LAKE                       ,11/30/65,12/28/15,Active,9000,"FFP MISSOURI 2, LLC                ",YALOBUSHA RIVER                    ,MS
13701,SARDIS LAKE                        ,11/30/65,12/28/15,Active,14600,"FFP MISSOURI 2, LLC                ",SARDIS LAKE DAM                    ,MS
13408,PHILO                              ,11/30/65,12/30/15,Active,3000,"CLEAN RIVER POWER MR-7, LLC        ",MUSKINGUM RIVER                    ,OH
13411,ROKEBY                             ,11/30/65,12/30/15,Active,4000,"CLEAN RIVER POWER MR-6, LLC        ",MUSKINGUM RIVER                    ,OH
13406,MALTA                              ,11/30/65,12/30/15,Active,4000,"CLEAN RIVER POWER MR-5, LLC        ",MUSKINGUM RIVER                    ,OH
13404,BEVERLY                            ,11/30/65,12/30/15,Active,3000,"CLEAN RIVER POWER MR-3, LLC        ",MUSKINGUM RIVER                    ,OH
2090,WATERBURY                          ,1/31/56,2/19/16,Active,5520,GREEN MOUNTAIN POWER CORP      (VT),LITTLE RIVER                       ,VT
2618,WEST BRANCH (STORAGE)              ,2/28/46,3/15/16,Active,0,"WOODLAND PULP, LLC                 ",WEST BRANCH ST. CROIX RIVER        ,ME
2492,VANCEBORO (STORAGE)                ,2/28/46,3/22/16,Active,0,"WOODLAND PULP, LLC                 ",EAST BRANCH ST. CROIX RIVER        ,ME
13407,LOWELL                             ,2/28/66,3/30/16,Active,4800,"CLEAN RIVER POWER MR-2, LLC        ",MUSKINGUM RIVER                    ,OH
13405,DEVOLA                             ,2/28/66,3/30/16,Active,4000,"CLEAN RIVER POWER MR-1, LLC        ",MUSHINGUM RIVER                    ,OH
13272,OLD HARBOR                         ,3/31/66,4/29/16,Active,262,ALASKA VILLAGE ELECTRIC COOPERATIVE,MOUNTAIN CREEK                     ,AK
12613,TYGART DAM                         ,3/31/66,4/29/16,Active,30000,"TYGART,  LLC.                      ",TYGART RIVER                       ,WV
14276,KENTUCKY RIVER LOCK AND DAM NO. 11 ,1/1/56,5/5/16,Active,5000,"FFP PROJECT 92, LLC                ",KENTUCKY RIVER                     ,KY
